Sector,Count Type,Year,State,Value
RESIDENTIAL,Sales,2012,WA,0
RESIDENTIAL,Sales,2012,US,76696267
RESIDENTIAL,Sales,2011,CA,225130
RESIDENTIAL,Sales,2011,CT,5364203
RESIDENTIAL,Sales,2011,DC,155394
RESIDENTIAL,Sales,2011,DE,106800
RESIDENTIAL,Sales,2011,IL,825897
RESIDENTIAL,Sales,2011,MA,2191843
RESIDENTIAL,Sales,2011,MD,4415220
RESIDENTIAL,Sales,2011,ME,4302805
RESIDENTIAL,Sales,2011,MI,865
RESIDENTIAL,Sales,2011,MT,123
RESIDENTIAL,Sales,2011,NH,11598
RESIDENTIAL,Sales,2011,NJ,2703851
RESIDENTIAL,Sales,2011,NV,0
RESIDENTIAL,Sales,2011,NY,8532526
RESIDENTIAL,Sales,2011,OH,14762913
RESIDENTIAL,Sales,2011,OR,0
RESIDENTIAL,Sales,2011,PA,10717373
RESIDENTIAL,Sales,2011,RI,30782
RESIDENTIAL,Sales,2011,WA,0
RESIDENTIAL,Sales,2011,US,54347323
RESIDENTIAL,Sales,2010,CA,171807
RESIDENTIAL,Sales,2010,CT,3805759
RESIDENTIAL,Sales,2010,DC,109268
RESIDENTIAL,Sales,2010,DE,85793
RESIDENTIAL,Sales,2010,ID,0
RESIDENTIAL,Sales,2010,IL,7096
RESIDENTIAL,Sales,2010,MA,2276783
RESIDENTIAL,Sales,2010,MD,2318899
RESIDENTIAL,Sales,2010,ME,4295046
RESIDENTIAL,Sales,2010,MI,1037
RESIDENTIAL,Sales,2010,MT,120
RESIDENTIAL,Sales,2010,NH,10680
RESIDENTIAL,Sales,2010,NJ,380257
RESIDENTIAL,Sales,2010,NV,0
RESIDENTIAL,Sales,2010,NY,7630476
RESIDENTIAL,Sales,2010,OH,10221680
RESIDENTIAL,Sales,2010,OR,0
RESIDENTIAL,Sales,2010,PA,5023854
RESIDENTIAL,Sales,2010,RI,14604
RESIDENTIAL,Sales,2010,WA,0
RESIDENTIAL,Sales,2010,US,36353159
RESIDENTIAL,Customers,2021,CA,4152500
RESIDENTIAL,Customers,2021,CT,251328
RESIDENTIAL,Customers,2021,DC,40897
RESIDENTIAL,Customers,2021,DE,30796
RESIDENTIAL,Customers,2021,IL,1554903
RESIDENTIAL,Customers,2021,MA,1404267
RESIDENTIAL,Customers,2021,MD,404225
RESIDENTIAL,Customers,2021,ME,65662
RESIDENTIAL,Customers,2021,MI,24
RESIDENTIAL,Customers,2021,MT,2
RESIDENTIAL,Customers,2021,NH,81677
RESIDENTIAL,Customers,2021,NJ,340263
RESIDENTIAL,Customers,2021,NV,0
RESIDENTIAL,Customers,2021,NY,923541
RESIDENTIAL,Customers,2021,OH,2517020
RESIDENTIAL,Customers,2021,OR,0
RESIDENTIAL,Customers,2021,PA,1355991
RESIDENTIAL,Customers,2021,RI,40410
RESIDENTIAL,Customers,2021,VA,0
RESIDENTIAL,Customers,2021,WA,0
RESIDENTIAL,Customers,2021,US,13163506
RESIDENTIAL,Customers,2020,CA,3878761
RESIDENTIAL,Customers,2020,CT,360249
RESIDENTIAL,Customers,2020,DC,41807
RESIDENTIAL,Customers,2020,DE,30220
RESIDENTIAL,Customers,2020,IL,1645293
RESIDENTIAL,Customers,2020,MA,1211652
RESIDENTIAL,Customers,2020,MD,421001
RESIDENTIAL,Customers,2020,ME,69189
RESIDENTIAL,Customers,2020,MI,0
RESIDENTIAL,Customers,2020,MT,2
RESIDENTIAL,Customers,2020,NH,90993
RESIDENTIAL,Customers,2020,NJ,423100
RESIDENTIAL,Customers,2020,NV,0
RESIDENTIAL,Customers,2020,NY,1026501
RESIDENTIAL,Customers,2020,OH,2398548
RESIDENTIAL,Customers,2020,OR,0
RESIDENTIAL,Customers,2020,PA,1465631
RESIDENTIAL,Customers,2020,RI,43705
RESIDENTIAL,Customers,2020,VA,0
RESIDENTIAL,Customers,2020,WA,0
RESIDENTIAL,Customers,2020,US,13106652
RESIDENTIAL,Customers,2019,CA,3470963
RESIDENTIAL,Customers,2019,CT,356135
RESIDENTIAL,Customers,2019,DC,41179
RESIDENTIAL,Customers,2019,DE,26562
RESIDENTIAL,Customers,2019,IL,1761312
RESIDENTIAL,Customers,2019,MA,1125439
RESIDENTIAL,Customers,2019,MD,434256
RESIDENTIAL,Customers,2019,ME,75377
RESIDENTIAL,Customers,2019,MI,33
RESIDENTIAL,Customers,2019,MT,2
RESIDENTIAL,Customers,2019,NH,101046
RESIDENTIAL,Customers,2019,NJ,395659
RESIDENTIAL,Customers,2019,NV,0
RESIDENTIAL,Customers,2019,NY,1083366
RESIDENTIAL,Customers,2019,OH,2371601
RESIDENTIAL,Customers,2019,OR,0
RESIDENTIAL,Customers,2019,PA,1535921
RESIDENTIAL,Customers,2019,RI,48043
RESIDENTIAL,Customers,2019,VA,0
RESIDENTIAL,Customers,2019,WA,0
RESIDENTIAL,Customers,2019,US,12826894
RESIDENTIAL,Customers,2018,CA,1499980
RESIDENTIAL,Customers,2018,CT,382731
RESIDENTIAL,Customers,2018,DC,45457
RESIDENTIAL,Customers,2018,DE,27041
RESIDENTIAL,Customers,2018,IL,1803753
RESIDENTIAL,Customers,2018,MA,1114652
RESIDENTIAL,Customers,2018,MD,447248
RESIDENTIAL,Customers,2018,ME,90598
RESIDENTIAL,Customers,2018,MI,35
RESIDENTIAL,Customers,2018,MT,2
RESIDENTIAL,Customers,2018,NH,113956
RESIDENTIAL,Customers,2018,NJ,419010
RESIDENTIAL,Customers,2018,NV,0
RESIDENTIAL,Customers,2018,NY,1126285
RESIDENTIAL,Customers,2018,OH,2366296
